Original_Entry_ID,pXC50,Gene_Symbol,SMILES
CHEMBL402452,7.15,EGFR,N1=CC2=C(N=CN=C2C=C1)NC=3C(=C(C=CC3)O)N
CHEMBL464210,5.7,EGFR,C1=C(NC=2C=CN=C(C2)C(NC)=O)C=CC(C3=NC=4C=CC=CC4S3)=C1
44410844,6.52288,EGFR,ClC1=C(F)C(NC2=NC=NC3=C2C=C(CN4CCCC4)C(OC)=C3)=CC=C1
CHEMBL1916949,4.6,EGFR,S(NC(C1=CN=CC=C1)=O)(C2=CC=C(C=C2)Cl)(=O)=O
CHEMBL1975900,5.7,EGFR,ClC1=CC(CNC2C(=NC=3C=CN=CC3)C(=O)C2=O)=CC=C1Cl
71524965,6.284,EGFR,S=C(N1N=C(CC1C2=CC=3C(C=C2)=CC=CC3)C=4C=CC(=CC4)C)N
CHEMBL584,4.25,EGFR,N1([C@H](C(NC(C)(C)C)=O)C[C@H]2[C@@H](C1)CCCC2)C[C@H]([C@@H](NC(C3=C(C(O)=CC=C3)C)=O)CSC4=CC=CC=C4)O
CHEMBL461426,7.4,EGFR,C1[C@@H](C[C@@H](C#CC2=CC3=C(C(=NC=N3)NC=4C=C(C(=CC4)OCC5=CC(=CC=C5)F)Cl)S2)N1)OC(N)=O
CHEMBL145,3.4,EGFR,C(O)(/C=C/C1=CC(=C(C=C1)O)O)=O
CHEMBL1981079,5.7,EGFR,ClC=1C=C(F)C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC1
11490477,5.80438,EGFR,ClC=1C=C(NC=2C=3C(N=CC2C#N)=CC(OCC)=C(NC(=O)/C=C/C=4C(N(C)C)=CC=CC4)C3)C=CC1OCC5=CC=CC=C5
CHEMBL2029693,4.64,EGFR,C1=CC=C(N2NC(=O)/C(=C/C3=CC=C(O3)C4=C(C=CC=C4)F)/C2=O)C=C1C
72713385,6.4034,EGFR,O(C=1C=C(N2CCN(CC2)C)C=CC1NC=3N=C4N(C=5C=CC(NC(=O)C=C)=CC5)C(=O)C=NC4=CN3)C
90666155,7.11244,EGFR,O(C=1C=C(N2CCN(CC2)C)C=CC1NC=3N=C4N(C(=O)C(N(C(=O)C4=CN3)C)C5=CC=CC=C5)C=6C=C(NC(=O)C=C)C=CC6)C
CHEMBL380006,7.4,EGFR,C1(=C(OC)C=C2C(=C1)C(=NC=N2)NC=3C(=C(C=CC3)Cl)F)CN([C@H](C)C(N(C)C)=O)C
CHEMBL455434,6.62,EGFR,O=C(O[C@H]1CN[C@@H](C1)C#CC2=CC=3N=CN=C(NC=4C=CC(CC5=CC=CC=C5)=CC4)C3S2)N6CCOCC6
CHEMBL1630110,7.74,EGFR,C=1(C=C2C(=NC=NC2=CC1)NC3=CC(=C(OCC4=CC(=CC=C4)F)C=C3)Cl)C5=CC=C(C=C5)/C=C/C(O)=NO
CHEMBL129824,8.08,EGFR,N1=CN=C(NC=2C=CC=C(Br)C2)C=3C1=CC(=NC3)NCCCCCN(C)C
CHEMBL383499,7.36,EGFR,C=1(N=CC=2C(C1)=C(N=CN2)NC=3C=C(C(F)=CC3)Cl)NC(C#CCN(C(C)C)C(C)C)=O
CHEMBL428534,6.35,EGFR,C1=2C(NC=3C(=CC(=CC3)C)F)=NC=NC1=CC(=C(C2)OC)OCC4CCNCC4
CHEMBL2029425,8.45,EGFR,N1=C(N=C2C(=C1)CN(C(N2C=3C=CC=C(NC(C=C)=O)C3)=O)C)NC=4C=CC(=CC4OC)N5CCC(CC5)N(C)C
CHEMBL124673,7.4,EGFR,N(C=1C=C(NC2=C3C(C=C(N=C3)N)=NC=N2)C=CC1)(=O)=O
CHEMBL73301,5.92,EGFR,C1=2C(=NC(=C1C)C)N=CNC2NC3=CC(OC)=CC=C3
CHEMBL56132,6.0,EGFR,C1(=C(C=CC(=C1)/C=C(/C(C=2C=CC=CC2)=O)\C#N)O)O
CHEMBL1172878,4.68,EGFR,C=1C(=C(C=CC1)Cl)/C=C/C(OCCN2C(=CN=C2C)N(=O)=O)=O
44442739,6.4437,EGFR,O(C1CCN(CC1)C)C=2C=C3N=CC(=C(N[C@H]4[C@@H](C4)C5=CC=CC=C5)C3=CC2OC)C#N
CHEMBL1242476,6.68,EGFR,N=1C=NC=2N(C(C)C)N=C(C3=CC=C4C(=C3)NN=C4N)C2C1N
CHEMBL234580,6.11,EGFR,C=1N2N=CN=C(C2=C(C1)CN3CC(CNCC3)=O)NC=4C=C5C(=CC4)N(N=C5)CC6=CC(=CC=C6)F
CHEMBL431191,6.07,EGFR,C1=2C(=NC3=C1CCCC3)N=CNC2NC4=CC(OC)=CC=C4
11654839,6.52288,EGFR,BrC1=CC(NC=2N=CN=C3OC=4C(CNC32)=CC(OC)=C(OC)C4)=CC=C1
CHEMBL104244,6.68,EGFR,N1(C2=NC(NCCCCN3CCN(CC3)C)=NC=C2C=C(C1=O)C=4C(Cl)=CC=CC4Cl)C
CHEMBL597949,7.83,EGFR,C1(=C(OC)C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCC#C
CHEMBL438075,4.6,EGFR,N(C(=O)C)C=1C=CC(C#CC=2C(NC=3C=CC(OCC4=CC(=CC=C4)F)=C(Cl)C3)=NC=NC2)=CC1
CHEMBL1812567,5.06,EGFR,C=1(SC=CC1)/C=C/C(NC2=CC=C3C(C(=NC=N3)NC4=CC(=CC=C4)Cl)=C2)=O
CHEMBL261249,4.79,EGFR,C1CN(C=2C3=C(N=CN2)NC=C3)CCC1CN
CHEMBL3233784,8.05,EGFR,N=1C2=C(C(=NC1)NC=3C=C(C(=CC3)F)Cl)C=C(S2)NC(/C=C/CN4CCCCC4)=O
CHEMBL127907,6.41,EGFR,N1=CN=C2C(=C1NC3=CC(=CC=C3)O)C=C(C(=C2)OC)OC
5329475,7.46005,EGFR,ClC=1C=C(NC2=NC=NC3=C2C=C(C=4N=C(SC4)CNCCS(=O)(=O)C)C=C3)C=CC1F
CHEMBL175556,7.7,EGFR,C1=2C(=C(C#N)C=NC1=CC(=C(C2)NC(/C=C/CN3CCOCC3)=O)OCC)NC4=CC(Cl)=C(C=C4)OCC5=CC=CC=C5
CHEMBL1080271,4.11,EGFR,C=1N=NC(=C2C1C=C(N2)C(=O)NCCN(CC)CC)NC=3C=CC(=C(C3)Cl)OCC=4C=CC=C(C4)F
24970496,6.27327,EGFR,FC=1C(=CC=2C(C3=NC=NC=4C3=CC(OC)=C(OC)C4)=CNC2C1)C
11398437,6.28483,EGFR,ClC1=C(CN2C=CN=C2)C=CC(NC=3C=4C(N=CC3C#N)=CC(OCC)=C(NC(=O)/C=C/CN(C)C)C4)=C1
CHEMBL323900,5.18,EGFR,C1=2C(=C(C#N)C=NC1=CC(=C(C2)OC)OC)NC3=CC=C(C=C3)Br
CHEMBL1909382,5.66,EGFR,NC(=O)C1=CC=CC(NC2=NC=CC(NC3=CC=CC(F)=C3)=N2)=C1
CHEMBL201463,5.6,EGFR,N1C(=C(C=2C(N=C3C2C=CC=C3)=C)C(C4=CC(OC)=C(OC)C(OC)=C4)=C1O)O
CHEMBL367442,6.15,EGFR,N1=CN=C2N(C=C(C=3C=CC=CC3)C2=C1N)C4=CC=C(C=C4)CO
CHEMBL3221554,6.05,EGFR,C(NC=1C(=CC(=CC1)NC2=NC=NC3=CC(=C(C=C23)OC)OC)C)(=O)OCC
CHEMBL2063926,5.0,EGFR,N1(C=2N=C3C(=C(NC=4C=CC=CC4SC)N2)N=CN=C3NCC5CC5)CCN(CC1)C6CCNCC6
5328319,9.29243,EGFR,BrC=1C=C(NC2=NC=NC=3C2=CN=C(NCCCN4C=CN=C4)C3)C=CC1
5328292,8.45967,EGFR,BrC=1C=C(NC2=NC=NC3=C2C=C4C(CN(CCO)CCO)=CNC4=C3)C=CC1
CHEMBL153577,6.24,EGFR,C=1(C=2C(=CC=C(/N=N/N(C(=O)C)C)C2)N=CN1)NC=3C=C(C)C=CC3
CHEMBL76444,6.3,EGFR,C12=C(N(C3=CC(Cl)=CC=C3)C)NC=NC1=NC(=C2C)C
CHEMBL184750,6.19,EGFR,C1=2N(N=CN=C1NC=3C=C(O)C(=CC3)C)C=C(C2)C
CHEMBL187431,4.53,EGFR,C1=2N(N=CN=C1NC=3C=C(O)C(=CC3)C)C(C)=CC2
CHEMBL567331,6.64,EGFR,N=1C=NC2=C(C1NCC=3SC=CC3)C=C(C4=CC5=C(C=C4)OCO5)C=C2
CHEMBL333231,7.59,EGFR,C=1(C2=C(NN=C2N=CN1)NCC3=CC(Cl)=CC=C3)NC=4C=C(Cl)C=CC4
CHEMBL340438,6.08,EGFR,C1(=C2C(C=C(N=C2)N)=NC=N1)NC3=CC(F)=CC=C3
CHEMBL115440,6.03,EGFR,C=1(C2=C(C=CC(NC(C#CCOCCOC)=O)=C2)N=CC1C#N)NC=3C=C(Br)C=CC3
CHEMBL1241683,4.0,EGFR,N=1C=NC=2N(N=C(C3=CC=C4C(C=CC(=N4)Cl)=C3)C2C1N)C(C)C
CHEMBL35482,4.6,EGFR,C=1C=CC2=C(C1)OC(=CC2=O)C=3C(=C(C=CC3)OC)N
CHEMBL602645,4.53,EGFR,N(C(=O)C1=CC=C(C=C1)N(CCCl)CCCl)(CCC)CCC
CHEMBL53711,11.22,EGFR,C1=2C(=NC=NC1=CN=C(C2)N(C)C)NC3=CC(Br)=CC=C3
CHEMBL52015,7.08,EGFR,C=12C(=NC=NC1C=CC(=C2)N(C)C)NC3=CC(Br)=CC=C3
CHEMBL3297891,6.84,EGFR,C1(=NC2=C(C(=N1)NC3=CC=CC4=CC=CC=C34)C=C(O2)C)C
CHEMBL66101,4.7,EGFR,N=1C2=CC(OC)=C(C=C2C=C(/C=C/C3=CC=C(C=C3)OC)C1)OC
CHEMBL1980704,5.7,EGFR,S(C=1N2C=3C(C(=CC2=NN1)C)=CC=CC3)CC=4N=C5N(C4)C=CC=C5
CHEMBL424375,6.52,EGFR,N1=CN=C2N(C=C(C=3C=CC=C(C3)OC)C2=C1N)C4=CC=C(C=C4)CNCCO
CHEMBL247127,6.09,EGFR,C1=CC(COC[C@@H]2CNCCO2)=C3C(=NC=NN31)NC=4C=C5C(=CC4)N(N=C5)CC=6C=NC=CC6
CHEMBL1958022,5.87,EGFR,C1=CC=C(C=C1)C2=NN(C(C3=CC=C(C=C3)Br)C2)C4=NC(=CS4)O
CHEMBL514566,8.05,EGFR,C1=CC(NC2=NC=NC(=C2/C=N/N3CCN(CC3)CCO)N)=CC=4C=NN(CC5=CC=CC(F)=C5)C41
CHEMBL36727,9.1,EGFR,C=12C(=NC=NC1C=C3C(=C2)C=CN3C)NC=4C=C(Br)C=CC4
CHEMBL322395,5.52,EGFR,C=1(NC2=CC(OC)=C(C=C2Cl)Cl)C=3C(=CC(=CC3)C=4C=CC(CN5CCOCC5)=CC4)N=CC1C#N
CHEMBL231663,6.0,EGFR,C=1N2C(C(=NC=N2)NC=3C=C4C(=CC3)N(N=C4)CC5=CC(=CC=C5)F)=C(C1)CN6CCC(CC6)C(=O)OC
CHEMBL278041,6.68,EGFR,C=1C=C(C=2NC(C3=CC=C(C=C3)O)=NC2C4=CC=C(C=C4)F)C=CN1
CHEMBL92902,6.94,EGFR,C=1(C(NC=2C=C3C(=NC=NC3=CC2)NC=4C=C(Br)C=CC4)=O)CN(C)CCC1
71583657,7.4437,EGFR,ClC1=CC(NC2=NC=NC=3NCCC(=CC32)C(=O)NCCO)=CC=C1OC4=C5C(SC=C5)=CC=C4
CHEMBL499534,7.2,EGFR,C1[C@H](OC(=O)N2CCNCC2)C[C@@H](C#CC3=CC4=C(C(NC=5C=C(C(=CC5)OCC6=CC(=CC=C6)F)Cl)=NC=N4)S3)N1
CHEMBL1630107,8.6,EGFR,C=1(C=C2C(=NC=NC2=CC1)NC3=CC(Cl)=C(OCC4=CC(=CC=C4)F)C=C3)C5=CC=C(O5)/C=C/C(O)=NO
CHEMBL359630,7.62,EGFR,C1=2C(=C(C#N)C=NC1=CC(=C(C2)NC(/C=C/CC=3N=CNC3)=O)OCC)NC4=CC(Cl)=C(C=C4)OCC5=CC=CC=C5
11410608,7.61979,EGFR,ClC=1C=C(NC=2C=3C(N=CC2C#N)=CC(OCC)=C(NC(=O)/C=C/CC=4NC=NC4)C3)C=CC1OCC5=CC=CC=C5
CHEMBL395591,6.68,EGFR,C=1N2C(C(=NC=N2)NC=3C=C4C=NN(C4=CC3)CC5=CC(=CC=C5)F)=C(COCC6COCCNC6)C1
5328295,8.11976,EGFR,BrC1=CC(NC=2N=CNC=3C2C=C4C(CN(CCN(C)C)C)=CN=C4C3)=CC=C1
CHEMBL1958027,4.96,EGFR,C1(=CC=C(C=C1)C2=NN(C(C3=CC=C(C=C3)Cl)C2)C4=NC(=CS4)O)F
CHEMBL2283253,4.89,EGFR,C1=CC=CC(=C1)/C=C/C(NC2=CC(=C(C(=C2)F)F)F)=O
CHEMBL1971947,5.7,EGFR,S1C=2C(C(C3=CC=C(NC(=O)NC4=CC(=CC=C4)C)C=C3)=C1)=C(N=CC2C#CC5=CN=CC=C5)N
CHEMBL302449,7.7,EGFR,N1(C=2C(C3=C1C4=C(C=5C3=C(NC5)O)C6=C(N4CCC#N)C=CC=C6)=CC=CC2)C
CHEMBL261425,4.6,EGFR,C1=CC=C2C(=C1)/C(=C\C3=C(NC4=C3C=CC=C4)Cl)/C(=O)N2
CHEMBL336264,9.37,EGFR,C1(=NC=C2C(=C1)C(NC3=CC(=CC=C3)Br)=NC=N2)S(C=C)(=O)=O
CHEMBL514436,7.57,EGFR,C(CCCNCC=S(O)(=C)O)OC1=CC=C2C(C(=NC=N2)NC3=CC=C(C(=C3)Cl)OCC4=CC=CC(=C4)F)=C1
CHEMBL3133752,7.09,EGFR,C1=2C(=NC=NC1=CC(=C(C2)OCCCN3CCOCC3)OC)NC4=CC(NC(NC5=CC=C(C(=C5)C(F)(F)F)Cl)=O)=CC=C4
72712978,,EGFR,O=C1N(C2=NC(NC=3C=CC(OC)=CC3)=NC=C2N=C1)C4=CC(N)=CC=C4
CHEMBL308645,8.33,EGFR,C/1(\C=2C(=NC=NC2NC=3C=C(Cl)C(=CC3)F)NC1=O)=C/C=4NC(CCC(=O)O)=CC4C
CHEMBL1080815,5.57,EGFR,C1=C(C=C2C(=C1)N=CN=C2NC=3C=CC=C(C3)Cl)Cl
CHEMBL189459,7.6,EGFR,CC=1C=CC2=C(C(=NN2N1)C=3C=CC(F)=CC3)C4=CC=NC(NC5=CC=CC=C5)=N4
CHEMBL1976732,5.9,EGFR,FC=1C(C=2N=C3OC=CN3C2C4=NN5C(=NN=C5CC(O)(C)C)C=C4)=CC=C(F)C1
2426,9.92082,EGFR,BrC1=CC(NC2=NC=NC=3C2=CC(N)=C(N)C3)=CC=C1
CHEMBL271617,7.59,EGFR,N1=CC2=C(N=CN=C2C=C1)NC=3C(=CC(=CC3)Br)N
CHEMBL368891,5.0,EGFR,N=1C=NC2=NN3C(=C2C1N)C=CC=C3
CHEMBL394057,7.52,EGFR,C1=CC(COCC(O)=O)=C2C(=NC=NN12)NC3=CC=C4C(C=NN4CC5=CC(=CC=C5)F)=C3
CHEMBL1812560,5.99,EGFR,C=1C(=C(C=CC1)N(=O)=O)/C=C/C(NC=2C=C3C(N=CN=C3NC4=CC(=CC=C4)Br)=CC2)=O
CHEMBL1088901,9.0,EGFR,C1(=CC=C2N=CN=C(C2=C1)NC=3C=C(C=CC3)Br)NC(CCCN(C)C)=O
CHEMBL1989029,5.7,EGFR,O(C1=NNC(O)=C1C=C2C=3C(N=C2)=CC=CC3)C(C)C
CHEMBL262433,5.7,EGFR,C(=O)(NC1=CC=C(C2=NSC3=NC=NC(=C32)N)C=C1)NC4=CC(=CC=C4F)C
CHEMBL505970,6.27,EGFR,C=S(O)(O)=CCNCC1=NC(=CS1)C2=CC=C3N=CN=C(NC4=CC=C(OCC5=CC=CC(=C5)C(F)(F)F)C=C4)C3=C2
CHEMBL591040,7.18,EGFR,C=1(C(O)=CC2=NC=NC(=C2C1)NC=3C=CC(=C(C3)Cl)F)OCCCCC=C=C
CHEMBL93461,7.4,EGFR,C1(=C2C(C=C(NC(=O)C)C=C2)=NC=N1)NC3=CC(Br)=CC=C3
49799778,5.44129,EGFR,ClC1=CC=C(/C=C/C(OCCN2C(=NC=C2N(=O)=O)C)=O)C=C1
CHEMBL1087421,5.0,EGFR,C1(=C(C=C2C(=C1)CCN=C2C3=CC=C(C(=C3)Cl)Cl)Cl)OC
CHEMBL215716,7.8,EGFR,FC1=CC(NC=2N=CN=C3C=CC(=CC23)C4=CC=C(CN5CCS(=O)CC5)O4)=CC=C1OCC6=CC=CC=C6
CHEMBL273116,6.61,EGFR,N1=CC2=C(N=CN=C2C=C1Br)NC=3C(=CC=CC3)N
44442183,6.85387,EGFR,O(C1=CC2=C(N=CN=C2C=C1OCC)/C=C/CCCC3=CC=CC=C3)CC
CHEMBL2347225,5.6,EGFR,C(C(C=NC1=CC2=C(N=CN=C2C=C1)NC=3C=CC(=CC3Cl)Cl)C(=O)OCC)(=O)OCC
CHEMBL469355,8.05,EGFR,N1=C(NC2=CC=C(C=C2)S(=O)(=O)N)SC=3C(=NC=NC13)NC=4C=C(C(=CC4)F)Cl
CHEMBL2218938,4.6,EGFR,C=1C=CN2C(C1)=C(C(=N2)C3=CC=CC=C3)C=4C=C5C(=NN4)NN=C5O
CHEMBL183844,5.7,EGFR,C12=C(C(=O)NC1)C=CC=C2C=3C=C(C)C(NC(NC4=CC(C)=CC=C4)=O)=CC3
44410953,7.30103,EGFR,ClC=1C(F)=C(NC2=NC=NC3=C2C=C(CN4[C@H](CCC4)C(=O)NC)C(OC)=C3)C=CC1
CHEMBL7463,4.6,EGFR,CN(C)CCCN1C=C(C2=C1C=CC=C2)C=3C(=O)NC(=O)C3C=4C5=CC=CC=C5NC4
CHEMBL52823,6.42,EGFR,C=12C(=NC=NC1C=NC(=N2)Cl)NC3=CC(C)=CC=C3
CHEMBL484108,5.32,EGFR,C=1C=CC(=CC1NC2=NC(N)=NC=3NC(=CC23)CCC4=C5C(=CC=C4)C=CC=C5)Br
CHEMBL2332119,5.59,EGFR,C=1C=CC=C(C1O)N=C2CC(C(C(C2=O)C(N)=O)=N)=O
CHEMBL461782,4.95,EGFR,C1(NS(=O)(C2=CC(=C(S2)Cl)Br)=O)=CC(C(OCC)=O)=CC=C1N3CCOCC3
CHEMBL201307,6.1,EGFR,C1(OC)=C(C=C2C(C(=NC=N2)NC=3SC(=CN3)CC(NC=4C=C(C=CC4)F)=O)=C1)OCCCN5CCC(CC5)CO
CHEMBL1173667,5.28,EGFR,C1C(C2=CC(=C(C=C2)Cl)Cl)=NN(C(N)=S)C1C=3C=CC(=CC3)O
CHEMBL71191,4.6,EGFR,N=1C=2C=C(OC)C(=CC2N=CC1C=3C=CC=CC3)OC
CHEMBL2002649,5.7,EGFR,O=C1NC2=C(C1=CC=3NC=NC3)C=C(OC)C=C2
CHEMBL258805,4.6,EGFR,N1C=NC=C1/C=C/2\C(=O)NC3=CC=C(OC)C=C23
CHEMBL113185,5.29,EGFR,C=1(N=C(C=2C=NC(=CC2)NCCN)C=CN1)NC3=CC(OC)=C(C(=C3)OC)OC
CHEMBL1797541,6.6,EGFR,C1(=CC=2C(=C(C=NC2C=C1)C#N)NC3=CC(=CC=C3)Br)NC(C#CCN(C4CC4)C5CC5)=O
CHEMBL1992323,5.7,EGFR,ClC=1C=C2C=3N=CN=C(O)C3OC2=CC1
CHEMBL2333988,5.03,EGFR,O(C)C=1C=C2C(=NC=NC2=CC1OC)NC3=CC=C(C=C3)C=4C=CC(=CC4)N
CHEMBL411903,5.7,EGFR,N=1C(=C2C(NCCC(C=3C=CC(NC(NC4=CC(=CC=C4F)C(F)(F)F)=O)=CC3)=N2)=NC1)N
CHEMBL332269,5.36,EGFR,N1(C=2N=C(NCCCC)N=CC2C=C(C1=O)C=3C(Cl)=CC=CC3Cl)C
CHEMBL1242113,5.19,EGFR,N=1C=NC2=C(C1N)C(C=3C=C(C(=CC3)OC)O)=NN2CC
CHEMBL62756,4.82,EGFR,N1(C2=C(C(N)=NC=N2)N=C1)C3=CC=CC=C3
70697160,5.56067,EGFR,ClC=1C=C(NC2=NC=NC=3C2=CC(NC(=O)C4OC=5C(OC4)=CC=CC5)=CC3)C=CC1
CHEMBL489308,8.29,EGFR,N=1C=2C(=CC3=C(C2)N(C3)CC(=O)O)C(=NC1)NC=4C=C(C=CC4)Br
CHEMBL140774,5.1,EGFR,C1(C(NCC=2C=CC=CC2)=O)=C(C=CC(NCC=3C(=CC=C(C3)O)O)=C1)O
CHEMBL2437291,5.53,EGFR,N1(C(=CSC1=N)C2=CC=C(C=C2)C)CC(N3CCN(CC3)C4=CC=CC=C4)=O
CHEMBL1980144,5.7,EGFR,S1C2=NC=NC(N)=C2C(C(=O)NC=3C=CC(NC(=O)NC4=C(C=CC=C4)C)=CC3)=C1
CHEMBL2178352,9.22,EGFR,C=1C=C(C=CC1NC=2N=C3C(=CN2)N=C(N3C4CCCC4)NC=5C=CC=CC5)N6CCN(CC6)C
CHEMBL428777,7.66,EGFR,C1=C(C=2C(=NC=NC2C=C1)NC=3C=CC(OCC4=NC=CC=C4)=C(C3)Cl)O[C@@H](C(N(C)C)=O)C
90645475,7.1349,EGFR,O1C=2N=C(N=C(N(CCC)C3=CC=C(OC)C=C3)C2C=C1C)C
CHEMBL2316141,5.66,EGFR,C1(=CC(=CC(=C1)/C=C/2\CCC/C(/C2=O)=C\C3=CC(=CC=C3)Cl)OC)OC
CHEMBL2005375,5.7,EGFR,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C
CHEMBL77825,3.22,EGFR,C(=NNC=1C=CC(=CC1)OC)(C#N)C#N
CHEMBL1241300,4.0,EGFR,N1=C(C2=C(C=3C=C(C(=CC3)OC)O)NN=C2N=C1)N
CHEMBL308582,6.26,EGFR,C12=C(NC(=C1C)C)N=CN=C2NC3=CC(F)=CC=C3
CHEMBL1683955,7.77,EGFR,C=1(C(NC2=CC=C(OCC3=CC(=CC=C3)F)C(Cl)=C2)=NC=NC1C)C
71717689,6.83268,EGFR,N1C=2C(C3=C1N=C(N=C3NC4=CC=CC=C4)N)=CC=CC2
CHEMBL2087361,8.7,EGFR,C1OCCOCCOC=2C=C3C(N=CN=C3NC=4C=C(C=CC4)C#C)=CC2OC1
CHEMBL249509,6.9,EGFR,C1(=CC=C2C(C(NC3=CC(=C(C=C3)F)Cl)=NC=N2)=C1)C#C
CHEMBL63356,6.3,EGFR,N=1C2=C(C=C(C(=C2)O)O)C=C(C1)C3=CN=CC=C3
CHEMBL305194,7.54,EGFR,C/1(\C=2C(=NC=NC2NC=3C=C(Cl)C(=CC3)F)NC1=O)=C/C=4NC(C(=O)O)=CC4C
CHEMBL1272222,7.7,EGFR,N1=CN=C(C=2C=3CCN(CC3SC21)C(=O)C=C)N[C@@H](C4=CC=CC=C4)C
CHEMBL296586,5.7,EGFR,C=1C=C2C(=CC1)C3=C(C=4C(N3)=CC=C(C4)Br)CC(=O)N2
CHEMBL509032,8.47,EGFR,C=1(C(=NC(=NC1)NC=2C=CC(=CC2OC)N3CCC(CC3)N4CCN(CC4)C)NC=5C(=CC=CC5)S(C(C)C)(=O)=O)Cl
CHEMBL293889,5.37,EGFR,C1(=C(C=2C=C(Cl)C=CC2N1C)C(NC=3C=CC=CC3)=O)SSC4=C(C5=CC(Cl)=CC=C5N4C)C(NC6=CC=CC=C6)=O
CHEMBL2004311,5.7,EGFR,O=C1NCC=2C(C=3C(=CC(NC(=O)NC4=CC(=CC(=C4)C)C)=CC3)C)=CC=CC21
CHEMBL595497,3.8,EGFR,CCCC(=CC1=COC=2C1=C(N)N=C(N)N2)C3=CC=CC=C3OC
CHEMBL1242666,6.2,EGFR,N=1C=NC=2N(C(C)C)N=C(C3=CC=C4C(NC=C4C=O)=C3)C2C1N
CHEMBL589589,6.12,EGFR,C=1C=C(NC(C2=CC=C(C=C2)N(CCCl)CCCl)=O)C=CC1C(C)C
CHEMBL113985,5.27,EGFR,C1=2C(=C(C#N)C=NC1=C(OC)C=C(C2)NC(/C=C/CN3CCOCC3)=O)NC4=CC(Br)=CC=C4
CHEMBL3263364,5.26,EGFR,C=1C(=CC=C(C1)C=2CC(N(N2)C3=NC(=CS3)O)C4=C5C(=CC=C4)C=CC=C5)OC
CHEMBL383030,5.12,EGFR,O1C2=C3C=CC=CC3=C(C(=C2C=4C(C5=CC=CC=C5C(C41)=O)=O)C(=O)OC)OCCCN(C)C
CHEMBL410253,8.25,EGFR,N=1C=CC2=NC=NC(=C2C1)NC3=CC=CC(C)=C3NCCCN4CCN(CC4)C
68669354,8.00877,EGFR,ClC=1C=C(NC=2N=CN=C3C2N(CCNC(=O)C(=S(O)(O)=C)C)C=C3)C=CC1OC4=CC(Cl)=CC=C4
CHEMBL592200,5.87,EGFR,C=1(C(O)=C(CN(C(NC=2C=CC=CC2)=S)CC=3C=CC(=CC3)F)C=C(C1)Cl)Cl
44564307,8.22185,EGFR,ClC1=CC(NC2=NC=NC3=C2C=C(CN4C[C@@H](CC4)C(=O)N)C(OC)=C3)=CC=C1F
45141351,9.07058,EGFR,BrC=1C=C(NC2=NC=NC3=C2C=C(NC(=O)CN4SC=5C(C4=O)=CC=CC5)C=C3)C=CC1
CHEMBL2029436,9.52,EGFR,N1=C(N=C2C(=C1)CN(C3=CC=CC=C3)C(=O)N2C=4C=CC=C(NC(C=C)=O)C4)NC=5C=CC(=CC5OC)N6CCN(CC6)C
CHEMBL2333991,6.9,EGFR,O(C)C=1C=C2C(=NC=NC2=CC1OC)NC3=CC(=CC=C3)C4=CC=CC=C4
CHEMBL93173,6.77,EGFR,C1=2C(=NC=NC1=CC(=C(C2)OC)OC)NCC3=CC(C)=CC=C3
CHEMBL542893,5.82,EGFR,N1(CCC(C2=CC=C(OCC3=CC=CC=C3)C=C2)=O)CCOCC1
CHEMBL165547,9.25,EGFR,C1=2C(=NC=NC1=CN=C(C2)N(CC(O)CO)C)NC3=CC(Br)=CC=C3
CHEMBL379787,4.6,EGFR,C1=CC2=C(N=C(N2CCN3CCOCC3)NC(=O)C=4C=CC=C(C4)N(=O)=O)C=C1
44564023,8.82102,EGFR,ClC=1C=C(CC2=NC=NC=3C2=NC(NC(=O)C=C)=C(OCCCN4CCOCC4)C3)C=CC1F
CHEMBL190651,6.6,EGFR,C=1(C=2C(=CC=C(NC(=O)COC)C2)N=CN1)NC=3C=C(Cl)C(=CC3F)Cl
CHEMBL233324,6.62,EGFR,C=1N2N=CN=C(C2=C(C1)CN3CCC(NCC3)=O)NC=4C=C5C(=CC4)N(N=C5)CC6=CC(=CC=C6)F
CHEMBL292648,2.92,EGFR,C1(C=2C(=C(O)C=CC2)CCC1)=C(C#N)C#N
11502866,7.10237,EGFR,ClC=1C(OCC2=CC(F)=CC=C2)=CC=C(NC3=NC=NC=C3C#CC4=CC=CC=C4)C1
71659770,6.22185,EGFR,ClC=1C=C(NC(=O)C=2C=C(NC(=O)C3=CC=C(CN4CCN(CC4)C)C=C3)C=CC2C)C=CC1OCC5=CC(F)=CC=C5
CHEMBL434063,4.96,EGFR,O=C(C1=C(N[C@@H](CC2=CC=C(OCCN(C=3N=CC=CC3)C)C=C2)C(O)=O)C=CC=C1)C4=CC=CC=C4
CHEMBL202556,8.51,EGFR,C=1(N=CC=2C(C1)=C(N=CN2)NC=3C=C(C(=CC3)F)Cl)NC(C#CCN4CCOCC4)=O
CHEMBL1999718,5.7,EGFR,FC(F)(F)C=1C=C2N=CC=C(NC(=O)NC3=NC=C(C=C3)C#N)C2=CC1
